area_name,municipality_name,region_type,Health_GP_Distance_km,Health_GP_Count_Within_1km,Health_GP_Count_Within_3km,Health_GP_Count_Within_5km,Health_GP_after_hours_Distance_km,Health_Pharmacy_Distance_km,Health_Hospital_incl_Distance_km,Health_Hospital_incl_Count_Within_5km,Health_Hospital_incl_Count_Within_10km,Health_Hospital_incl_Count_Within_20km,Health_Hospital_excl_Distance_km,Health_Hospital_excl_Count_Within_5km,Health_Hospital_excl_Count_Within_10km,Health_Hospital_excl_Count_Within_20km,Retail_Daily_grocery_Distance_to_large_supermarket_km,Retail_Daily_grocery_Count_large_supermarketen_Within_1_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_3_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_5_km_count,Retail_Daily_grocery_Distance_to_other_daily_goods_km,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_1_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_3_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_5_km_count,Hospitality_Cafes_Distance_to_café_e.d._km,Hospitality_Cafes_Count_cafés_e.d._Within_1_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_3_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_5_km_count,Hospitality_Cafeterias_Distance_to_cafetaria_e.d._km,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_1_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_3_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_5_km_count,Hospitality_Restaurants_Distance_to_restaurant_km,Hospitality_Restaurants_Count_restaurants_Within_1_km_count,Hospitality_Restaurants_Count_restaurants_Within_3_km_count,Hospitality_Restaurants_Count_restaurants_Within_5_km_count,Traffic_transport_Distance_to_highway_ramp_km,Traffic_transport_Train_stations_Distance_to_treinstations_totaal_km,Traffic_transport_Train_stations_Distance_to_belangrijk_overstapstation_km,Leisure_culture_Distance_to_bibliotheek_km,Leisure_culture_Sport_Distance_to_indoor_pool_km,Leisure_culture_Sport_Distance_to_ice_rink_km,Leisure_culture_Museum_Distance_to_museum_km,Leisure_culture_Museum_Count_musea_Within_5_km_count,Leisure_culture_Museum_Count_musea_Within_10_km_count,Leisure_culture_Museum_Count_musea_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_podiumkunsten_totaal_km,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_5_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_10_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_music_venue_km,Leisure_culture_Cinema_Distance_to_bioscoop_km,Leisure_culture_Cinema_Count_bioscopen_Within_5_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_10_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_20_km_count,Leisure_culture_Recreation_Distance_to_sauna_km,Leisure_culture_Recreation_Distance_to_tanning_bed_km,Leisure_culture_Recreation_Distance_to_attraction_km,Leisure_culture_Recreation_Count_attractions_Within_10_km_count,Leisure_culture_Recreation_Count_attractions_Within_20_km_count,Leisure_culture_Recreation_Count_attractions_Within_50_km_count,district_x,Name_clean_x,match,GEBIED_NAAM,18_en_ouder,18_tot_65,65_en_ouder,area_name_normalized,district_y,Name_clean_y
Bloemenbuurt-Noord,Amsterdam                               ,Buurt     ,1.1,0.4,18.0,29.3,1.7,1.3,1.7,1.0,3.0,13.0,1.7,1.0,2.0,9.0,1.1,1.0,18.7,31.8,0.2,3.8,59.2,96.2,0.7,2.7,23.2,34.2,0.3,5.2,51.3,71.3,0.3,6.4,102.4,152.7,2.9,5.6,5.6,1.3,0.4,8.4,1.8,6.4,45.6,63.0,1.2,4.5,44.0,59.0,1.2,2.2,2.0,14.0,19.0,2.6,2.6,5.2,2.0,11.0,60.0,Other,bloemenbuurtnoord,bloemenbuurt noord,Bloemenbuurt Noord,60.1,64.0,46.5,bloemenbuurt noord,Other,bloemenbuurt noord
Bloemenbuurt-Zuid,Amsterdam                               ,Buurt     ,0.7,1.5,14.2,27.8,2.1,1.0,2.1,1.0,3.3,13.0,2.1,1.0,2.3,9.0,0.6,2.3,17.3,32.2,0.3,9.2,53.2,98.8,0.3,5.5,21.4,42.8,0.3,8.0,47.3,77.7,0.2,13.9,94.8,172.0,3.3,5.5,5.5,0.9,0.8,8.3,1.7,8.4,45.1,63.0,1.6,5.0,43.1,59.0,1.6,2.2,2.0,13.3,19.0,2.2,3.1,5.0,2.0,11.0,60.0,Other,bloemenbuurtzuid,bloemenbuurt zuid,Bloemenbuurt Zuid,56.2,59.4,43.7,bloemenbuurt zuid,Other,bloemenbuurt zuid
Van der Pekbuurt,Amsterdam                               ,Buurt     ,0.3,4.4,10.8,27.9,2.7,0.3,2.7,1.0,4.0,13.0,2.7,1.0,3.0,9.0,0.4,3.8,12.8,36.1,0.2,19.8,44.7,127.7,0.3,7.9,19.0,127.6,0.2,12.2,39.5,144.5,0.2,28.2,81.3,318.0,3.9,5.0,5.0,0.4,1.5,7.8,0.9,15.7,45.0,63.0,1.3,7.3,43.2,59.0,1.3,1.7,3.2,13.1,19.0,1.7,3.6,4.6,2.0,11.0,59.7,Other,van der pekbuurt,van der pekbuurt,Van der Pekbuurt,56.8,59.1,41.3,van der pekbuurt,Other,van der pekbuurt
IJplein/Vogelbuurt,Amsterdam                               ,Wijk      ,0.6,3.1,10.4,27.0,3.3,0.5,3.3,1.0,3.7,13.0,3.3,1.0,2.7,9.0,0.4,3.5,12.2,33.0,0.2,14.5,43.0,116.3,0.4,5.9,18.9,100.7,0.4,6.9,37.7,125.1,0.3,23.4,80.2,270.3,3.8,5.1,5.1,1.1,2.1,8.0,0.9,13.2,45.1,63.0,2.1,6.6,42.5,59.0,2.1,1.0,2.9,13.0,19.0,1.0,2.9,4.7,2.0,11.0,59.0,Other,ijpleinvogelbuurt,lbuurt,L-buurt,65.2,68.5,55.1,l buurt,Amsterdam Zuidoost,lbuurt
Vogelbuurt-Noord,Amsterdam                               ,Buurt     ,1.0,0.4,12.0,30.3,3.2,0.5,3.2,1.0,4.0,13.0,3.2,1.0,3.0,9.0,0.6,2.6,14.5,38.3,0.2,10.8,48.8,163.7,0.7,3.9,20.1,186.9,0.3,7.0,40.9,208.5,0.4,21.0,86.3,435.9,3.2,4.7,4.7,1.4,2.2,7.5,0.3,18.8,45.4,63.0,2.4,8.9,43.0,59.0,2.4,1.0,4.4,13.0,19.0,1.0,2.3,4.3,2.0,11.0,59.1,Other,vogelbuurtnoord,vogelbuurt noord,Vogelbuurt Noord,61.5,65.5,39.9,vogelbuurt noord,Other,vogelbuurt noord
Vliegenbos,Amsterdam                               ,Buurt     ,1.9,0.0,8.7,21.9,3.7,1.0,3.7,1.0,3.0,13.0,3.7,1.0,2.0,9.0,1.6,0.1,11.9,26.0,0.9,2.5,44.8,72.5,1.5,0.1,17.8,33.8,0.9,2.1,31.8,63.2,0.9,2.0,74.7,129.8,3.7,5.7,5.7,2.4,2.9,8.5,1.2,5.8,45.0,63.0,3.5,3.2,42.0,59.0,3.5,1.7,2.1,13.0,19.0,1.5,2.8,5.2,2.0,11.0,59.0,Other,vliegenbos,vliegenbos,Vliegenbos,79.4,80.9,68.7,vliegenbos,Other,vliegenbos
Vogelbuurt-Zuid,Amsterdam                               ,Buurt     ,0.5,4.0,10.6,27.8,3.2,0.5,3.2,1.0,3.8,13.0,3.2,1.0,2.8,9.0,0.3,4.1,12.7,34.4,0.2,18.0,44.8,123.2,0.3,7.1,19.2,115.0,0.3,9.0,38.5,136.3,0.2,29.6,82.3,297.1,3.8,5.1,5.1,1.0,2.0,7.9,0.9,14.4,45.1,63.0,1.9,7.0,42.7,59.0,1.9,0.9,3.1,13.0,19.0,0.9,2.9,4.6,2.0,11.0,59.0,Other,vogelbuurtzuid,vogelbuurt zuid,Vogelbuurt Zuid,58.9,62.0,41.8,vogelbuurt zuid,Other,vogelbuurt zuid
IJplein e.o.,Amsterdam                               ,Buurt     ,0.3,3.0,9.5,24.5,3.4,0.4,3.4,1.0,3.4,13.0,3.4,1.0,2.4,9.0,0.4,3.0,10.5,28.9,0.3,11.1,37.5,88.2,0.4,5.2,17.8,46.0,0.6,3.9,35.3,76.5,0.4,15.5,74.6,167.4,4.2,5.4,5.4,1.1,2.2,8.2,1.2,9.2,45.0,63.0,2.1,5.2,42.1,59.0,2.1,1.2,2.0,13.0,19.0,1.1,3.3,5.0,2.0,11.0,59.0,Other,ijplein eo,ijplein eo,IJplein e.o.,57.4,60.4,45.5,ijplein e.o.,Other,ijplein eo
Blauwe Zand,Amsterdam                               ,Buurt     ,0.8,1.1,13.6,24.8,2.6,0.5,2.6,1.0,3.6,13.0,2.6,1.0,2.6,9.0,1.1,0.2,19.7,31.0,0.4,4.4,56.0,88.9,1.3,0.0,20.8,58.5,0.4,3.5,44.6,85.3,0.4,3.4,87.1,195.3,2.7,5.3,5.3,2.1,1.9,8.1,0.9,10.8,45.0,63.0,3.0,5.3,42.3,59.0,3.0,1.4,2.1,13.0,19.0,1.6,1.8,4.9,2.0,11.0,60.0,Other,blauwe zand,blauwe zand,Blauwe Zand,59.4,62.7,49.2,blauwe zand,Other,blauwe zand
Tuindorp Nieuwendam,Amsterdam                               ,Wijk      ,0.4,1.3,10.1,20.7,3.3,0.5,3.3,1.0,3.0,12.7,3.3,1.0,2.0,9.0,0.9,2.6,16.1,25.1,0.4,9.2,39.4,65.7,0.6,1.6,10.0,25.2,0.5,4.9,29.1,57.7,0.3,7.7,54.2,108.7,2.0,6.2,6.2,0.9,2.6,7.8,2.1,3.4,45.0,63.0,3.8,3.0,41.4,59.0,3.8,1.8,2.0,13.0,19.0,2.7,1.6,5.8,1.5,11.0,60.9,Other,tuindorp nieuwendam,tuindorp nieuwendam oost,Tuindorp Nieuwendam Oost,60.1,64.4,48.6,tuindorp nieuwendam oost,Other,tuindorp nieuwendam oost
Tuindorp Nieuwendam-West,Amsterdam                               ,Buurt     ,0.6,1.1,11.4,23.7,2.9,0.5,2.9,1.0,3.0,13.0,2.9,1.0,2.0,9.0,1.2,0.1,16.5,26.2,0.4,4.8,45.9,68.1,0.5,1.0,12.9,28.8,0.5,1.1,33.8,62.6,0.3,6.3,63.8,123.2,2.4,5.8,5.8,1.3,2.2,8.2,1.9,4.4,45.0,63.0,3.4,3.0,43.0,59.0,3.4,1.6,2.0,13.0,19.0,2.5,1.7,5.4,1.8,11.0,60.6,Other,tuindorp nieuwendamwest,tuindorp nieuwendam west,Tuindorp Nieuwendam West,59.4,65.6,47.9,tuindorp nieuwendam west,Other,tuindorp nieuwendam west
Tuindorp Nieuwendam-Oost,Amsterdam                               ,Buurt     ,0.4,1.4,9.6,19.4,3.4,0.4,3.4,1.0,3.0,12.6,3.4,1.0,2.0,9.0,0.8,3.8,15.9,24.6,0.4,11.2,36.6,64.6,0.7,1.8,8.8,23.7,0.4,6.6,27.1,55.5,0.4,8.3,50.0,102.2,1.8,6.3,6.4,0.8,2.8,7.6,2.1,3.0,45.0,63.0,3.9,3.0,40.7,59.0,3.9,1.9,2.0,13.0,19.0,2.8,1.6,6.0,1.4,11.0,61.0,Other,tuindorp nieuwendamoost,tuindorp nieuwendam oost,Tuindorp Nieuwendam Oost,60.1,64.4,48.6,tuindorp nieuwendam oost,Other,tuindorp nieuwendam oost
Zunderdorp,Amsterdam                               ,Buurt     ,2.5,0.0,3.3,9.2,4.6,2.7,4.6,0.9,2.5,11.8,4.6,0.9,1.8,8.9,2.2,0.0,6.1,14.6,2.3,0.0,10.2,35.3,2.8,0.0,2.1,6.1,2.6,0.0,7.9,26.6,2.4,0.0,11.9,36.0,2.6,8.9,8.9,2.7,5.0,9.9,4.8,0.8,32.2,64.5,5.2,0.5,21.1,58.9,5.2,3.4,1.1,6.3,19.0,5.5,3.0,8.5,1.0,11.0,57.4,Other,zunderdorp,zunderdorp,Zunderdorp,76.6,81.7,64.5,zunderdorp,Other,zunderdorp
Schellingwoude-West,Amsterdam                               ,Buurt     ,0.3,1.0,6.2,23.0,5.1,2.0,5.1,0.1,3.0,12.0,5.1,0.1,2.0,9.0,0.7,1.0,7.4,26.5,1.9,0.0,12.7,85.8,2.2,0.0,2.2,26.2,2.0,0.0,11.8,59.0,0.7,1.0,11.1,117.1,1.5,5.3,6.6,2.2,4.4,6.2,3.8,1.1,45.0,64.1,5.5,0.1,39.9,59.1,5.6,3.6,2.0,12.9,19.0,4.4,3.2,6.5,2.0,11.0,58.1,Other,schellingwoudewest,schellingwoude west,Schellingwoude West,78.9,81.4,72.1,schellingwoude west,Other,schellingwoude west
Schellingwoude-Oost,Amsterdam                               ,Buurt     ,0.5,1.0,7.0,24.1,5.1,2.0,5.1,0.4,3.0,12.0,5.1,0.4,2.0,9.0,0.6,0.9,8.6,31.7,1.9,0.0,15.8,96.1,2.1,0.0,2.5,30.8,1.6,0.0,15.4,67.1,0.6,0.9,16.6,128.3,1.3,5.1,6.5,2.2,4.4,6.1,3.8,1.2,45.0,65.1,5.1,0.4,40.3,59.7,5.6,3.6,1.8,12.8,19.0,4.2,3.2,6.4,2.0,11.0,59.4,Other,schellingwoudeoost,schellingwoude oost,Schellingwoude Oost,79.2,82.5,69.2,schellingwoude oost,Other,schellingwoude oost
Holysloot,Amsterdam                               ,Buurt     ,5.6,0.0,0.1,0.9,9.5,7.1,9.5,0.0,0.6,9.9,9.5,0.0,0.6,7.4,5.8,0.0,0.0,0.9,6.5,0.0,0.2,1.2,7.1,0.0,0.0,0.2,6.0,0.0,0.3,1.6,1.3,0.6,0.9,2.0,5.5,10.2,11.4,6.8,9.5,11.2,9.0,0.0,4.6,54.2,9.8,0.0,3.2,54.3,10.1,8.3,0.0,1.7,18.3,9.3,7.9,11.3,0.2,8.0,50.9,Other,holysloot,holysloot,Holysloot,78.2,81.9,69.0,holysloot,Other,holysloot
Ransdorp,Amsterdam                               ,Buurt     ,3.0,0.0,0.5,6.0,7.3,4.3,7.3,0.0,2.9,12.0,7.3,0.0,2.0,9.0,2.8,0.0,0.9,6.9,4.2,0.0,0.0,11.1,4.2,0.0,0.0,1.3,3.6,0.0,0.1,10.8,2.7,0.0,0.9,12.3,3.0,6.8,8.1,4.4,7.2,7.7,6.5,0.0,34.1,62.4,7.0,0.0,24.8,59.0,7.7,6.0,0.0,7.1,19.0,6.3,5.5,8.0,1.1,11.0,56.5,Other,ransdorp,ransdorp,Ransdorp,79.1,82.8,71.6,ransdorp,Other,ransdorp
Durgerdam,Amsterdam                               ,Buurt     ,2.7,0.0,1.1,7.1,7.2,4.2,7.2,0.0,2.8,12.0,7.2,0.0,2.0,9.0,2.2,0.0,1.2,8.1,4.1,0.0,0.6,15.3,4.1,0.0,0.1,2.9,3.4,0.0,1.0,14.1,2.2,0.0,1.2,17.6,2.8,6.6,8.0,4.3,6.9,7.6,6.2,0.0,35.3,60.6,6.9,0.0,26.8,58.2,7.6,6.0,0.1,7.7,19.0,6.1,5.5,7.9,1.4,11.0,56.6,Other,durgerdam,durgerdam,Durgerdam,79.0,82.1,69.4,durgerdam,Other,durgerdam
Driemond,Amsterdam                               ,Wijk      ,2.6,0.0,4.3,13.2,7.5,2.6,3.9,1.0,2.1,11.6,7.5,0.0,1.1,8.0,3.0,0.0,1.0,7.0,2.9,0.0,4.2,27.7,3.0,0.0,1.1,7.0,0.4,1.0,4.1,21.7,2.4,0.0,7.6,35.4,0.7,3.7,3.7,3.0,3.0,8.3,3.3,1.0,3.9,59.6,3.3,1.0,7.9,59.7,9.6,7.6,0.0,1.0,18.1,3.1,5.9,5.0,3.0,11.0,56.6,Other,driemond,dorp driemond,Dorp Driemond,71.1,73.8,62.2,dorp driemond,Other,dorp driemond
Landelijk gebied Driemond,Amsterdam                               ,Buurt     ,3.2,0.0,2.6,10.9,8.1,3.2,4.5,0.8,2.4,10.7,8.1,0.0,1.4,8.0,3.6,0.0,0.0,6.9,3.5,0.0,0.0,28.7,3.5,0.0,0.0,7.4,1.0,0.7,1.0,22.0,3.0,0.0,0.9,38.8,1.3,4.3,4.3,3.6,3.4,7.9,3.9,1.0,6.2,57.6,3.9,1.2,9.0,58.6,9.2,7.9,0.0,1.3,18.0,3.6,5.6,4.6,3.3,10.6,55.6,Other,landelijk gebied driemond,landelijk gebied driemond,Landelijk gebied Driemond,81.3,82.4,74.5,landelijk gebied driemond,Other,landelijk gebied driemond
Dorp Driemond,Amsterdam                               ,Buurt     ,2.6,0.0,4.5,13.5,7.5,2.6,3.9,1.0,2.0,11.7,7.5,0.0,1.0,8.1,2.9,0.0,1.1,7.0,2.9,0.0,4.6,27.6,2.9,0.0,1.2,7.0,0.3,1.0,4.4,21.7,2.4,0.0,8.3,35.1,0.7,3.6,3.6,3.0,3.0,8.3,3.2,1.0,3.6,59.8,3.3,1.0,7.8,59.8,9.6,7.6,0.0,1.0,18.1,3.0,6.0,5.0,3.0,11.1,56.7,Other,dorp driemond,dorp driemond,Dorp Driemond,71.1,73.8,62.2,dorp driemond,Other,dorp driemond
Bedrijventerrein Van Houten,Amsterdam                               ,Buurt     ,0.7,4.0,7.0,9.2,9.2,0.6,1.9,1.0,2.0,13.8,9.2,0.0,1.0,9.8,0.7,3.7,5.0,5.2,0.7,9.9,17.0,21.3,1.0,1.0,6.0,7.9,0.7,2.6,16.0,18.2,0.6,8.6,33.0,40.5,0.8,1.6,1.6,1.0,2.7,10.7,1.3,1.4,2.1,60.1,1.1,1.0,4.2,59.8,12.0,9.2,0.0,1.0,19.0,2.7,8.4,7.4,2.1,12.0,55.1,Other,bedrijventerrein van houten,laan van spartaan,Laan van Spartaan,69.9,71.9,38.7,laan van spartaan,Other,laan van spartaan
De Klomp,Amsterdam                               ,Buurt     ,1.2,0.0,7.0,8.5,9.9,1.2,2.0,1.0,1.9,11.9,9.9,0.0,0.9,7.9,1.5,0.0,5.0,5.0,1.0,1.7,17.0,21.0,1.0,0.3,6.0,8.0,1.0,0.5,14.9,17.6,0.9,2.0,32.2,41.8,1.5,1.7,1.7,1.1,3.5,11.5,1.3,1.1,2.0,60.0,1.4,1.0,3.3,59.0,12.7,10.0,0.0,0.5,19.0,3.5,9.2,8.2,2.0,12.0,55.2,Other,de klomp,de aker oost,De Aker Oost,69.8,72.2,57.2,de aker oost,Other,de aker oost
Venserpolder,Amsterdam                               ,Wijk      ,0.6,1.6,13.2,32.3,4.5,0.6,4.5,0.9,5.1,11.0,4.5,0.9,4.0,7.0,0.7,1.1,8.7,22.0,0.6,4.7,44.1,108.2,1.4,0.2,7.1,17.4,0.5,3.5,54.1,95.1,0.6,4.7,60.3,134.3,2.2,1.1,1.1,1.8,1.9,4.8,4.3,1.3,44.0,56.0,2.1,5.0,43.7,56.6,6.0,2.7,1.0,8.9,17.5,2.7,3.0,2.7,6.0,11.0,60.7,Amsterdam Zuidoost,venserpolder,venserpolder oost,Venserpolder Oost,59.3,62.0,40.9,venserpolder oost,Amsterdam Zuidoost,venserpolder oost
Venserpolder-West,Amsterdam                               ,Buurt     ,0.6,1.3,12.6,30.5,4.4,0.6,4.4,1.0,5.1,11.0,4.4,1.0,4.0,7.0,0.8,0.7,8.1,20.3,0.7,3.9,39.7,100.4,1.5,0.0,7.2,17.2,0.7,1.6,53.5,92.9,0.7,3.9,57.7,127.4,2.0,1.2,1.2,1.7,1.9,5.2,4.4,1.4,43.5,56.0,2.0,5.0,43.5,56.1,6.3,2.6,1.0,8.9,17.2,3.0,3.3,2.4,6.0,11.0,60.8,Amsterdam Zuidoost,venserpolderwest,venserpolder west,Venserpolder West,56.6,60.1,38.9,venserpolder west,Amsterdam Zuidoost,venserpolder west
Venserpolder-Oost,Amsterdam                               ,Buurt     ,0.5,1.9,14.0,35.1,4.8,0.6,4.8,0.8,5.1,11.0,4.8,0.8,4.0,7.0,0.5,1.7,9.7,24.6,0.5,5.9,50.6,119.6,1.1,0.5,7.0,17.7,0.3,6.2,55.0,98.3,0.5,5.8,64.0,144.5,2.5,0.9,0.9,2.0,2.0,4.3,4.1,1.0,44.6,56.0,2.2,5.0,44.0,57.2,5.6,2.9,1.0,9.0,18.0,2.2,2.5,3.1,6.0,11.0,60.5,Amsterdam Zuidoost,venserpolderoost,venserpolder oost,Venserpolder Oost,59.3,62.0,40.9,venserpolder oost,Amsterdam Zuidoost,venserpolder oost
Amsterdamse Poort e.o.,Amsterdam                               ,Wijk      ,0.4,3.1,17.4,30.0,3.9,0.5,3.9,0.9,5.7,11.0,3.9,0.9,3.9,7.0,0.6,2.2,10.1,19.2,0.4,10.7,52.4,97.0,0.9,0.8,7.0,15.8,0.4,13.4,56.8,89.9,0.4,8.7,58.2,116.1,2.0,1.4,2.0,1.0,1.1,5.4,4.7,1.2,41.8,55.9,1.1,5.0,41.1,56.7,6.5,2.2,1.0,8.1,17.1,3.4,3.7,2.8,5.1,11.1,60.4,Amsterdam Zuidoost,amsterdamse poort eo,amsterdamse poort,Amsterdamse Poort,51.5,55.2,32.9,amsterdamse poort,Amsterdam Zuidoost,amsterdamse poort
D-buurt,Amsterdam                               ,Buurt     ,0.4,1.6,13.8,29.9,4.7,0.9,4.7,0.8,5.5,11.0,4.7,0.8,4.0,7.0,1.2,0.3,8.9,18.6,0.3,2.5,45.8,94.9,0.4,1.9,5.0,14.8,0.3,11.3,50.3,88.6,0.3,3.8,53.1,114.1,2.6,1.6,1.6,1.9,1.9,4.9,4.5,1.1,42.9,56.0,2.0,5.0,43.0,57.4,6.2,2.9,1.0,8.5,17.5,2.8,3.1,3.0,5.4,11.3,60.5,Amsterdam Zuidoost,dbuurt,dbuurt,D-buurt,65.1,65.8,38.2,d buurt,Amsterdam Zuidoost,dbuurt
F-buurt,Amsterdam                               ,Buurt     ,0.4,3.7,18.6,30.1,3.7,0.5,3.7,1.0,5.8,11.0,3.7,1.0,3.8,7.0,0.5,2.5,10.4,19.4,0.5,11.8,54.7,97.1,1.3,0.2,7.5,16.1,0.5,12.2,58.6,90.3,0.5,8.6,60.5,116.3,1.8,1.4,2.2,0.9,0.7,5.5,4.7,1.2,41.7,56.0,0.8,5.0,41.0,56.8,6.6,2.1,1.0,8.0,17.1,3.5,3.8,2.8,5.1,11.1,60.4,Amsterdam Zuidoost,fbuurt,fbuurt,F-buurt,63.6,64.9,48.5,f buurt,Amsterdam Zuidoost,fbuurt
Amsterdamse Poort,Amsterdam                               ,Buurt     ,0.6,3.5,18.4,30.0,3.4,0.3,3.4,1.0,5.8,11.0,3.4,1.0,4.0,7.0,0.2,3.8,10.7,19.6,0.1,17.3,54.2,99.6,0.8,0.8,8.4,16.5,0.2,19.3,59.9,90.6,0.2,14.6,59.1,118.6,1.9,0.9,2.2,0.4,0.9,5.8,4.8,1.1,40.5,55.8,0.9,5.0,39.0,55.6,6.9,1.6,1.0,8.0,16.8,3.8,4.1,2.4,5.0,11.0,60.1,Amsterdam Zuidoost,amsterdamse poort,amsterdamse poort,Amsterdamse Poort,51.5,55.2,32.9,amsterdamse poort,Amsterdam Zuidoost,amsterdamse poort
Vogeltjeswei,Amsterdam                               ,Buurt     ,0.2,3.6,19.4,30.2,3.8,0.2,3.8,1.0,5.9,11.0,3.8,1.0,3.9,7.0,0.7,1.2,10.6,19.1,0.5,8.7,55.3,94.5,1.5,0.0,6.5,15.7,0.7,8.7,57.1,89.9,0.5,5.5,58.5,112.9,1.6,1.6,2.4,0.9,0.6,5.3,4.7,1.0,43.1,56.0,0.7,5.0,41.9,57.8,6.4,2.3,1.0,8.0,17.2,3.4,3.7,3.1,5.0,11.2,60.9,Amsterdam Zuidoost,vogeltjeswei,vogeltjeswei,Vogeltjeswei,58.3,63.7,41.2,vogeltjeswei,Amsterdam Zuidoost,vogeltjeswei
H-buurt,Amsterdam                               ,Wijk      ,0.6,1.5,20.2,28.1,2.8,1.2,2.8,1.0,4.6,11.0,2.8,1.0,3.5,7.0,1.0,1.1,10.6,17.0,0.8,7.0,54.9,85.3,1.0,0.4,6.9,14.1,0.9,8.7,54.4,81.0,0.6,7.8,54.4,97.5,1.6,1.2,3.0,1.2,1.1,6.6,5.3,0.3,31.9,55.0,1.0,4.3,31.2,55.8,7.6,2.0,1.0,6.4,16.1,4.6,4.9,2.8,5.0,11.3,58.8,Amsterdam Zuidoost,hbuurt,lizzy ansinghbuurt,Lizzy Ansinghbuurt,67.3,70.5,48.9,lizzy ansinghbuurt,Amsterdam Zuid,lizzy ansinghbuurt
Hoptille,Amsterdam                               ,Buurt     ,0.8,1.4,18.8,28.2,3.0,1.0,3.0,1.0,5.0,11.0,3.0,1.0,4.0,7.0,0.8,1.4,10.4,17.4,0.7,7.8,55.6,86.7,0.7,0.9,8.3,15.0,0.7,13.6,60.6,82.4,0.6,12.8,57.7,102.6,1.7,0.9,2.8,1.1,1.3,6.6,4.9,0.7,35.4,55.0,1.2,4.3,34.8,55.4,7.6,1.6,1.0,7.3,16.0,4.5,4.8,2.4,5.0,11.0,59.0,Amsterdam Zuidoost,hoptille,hoptille,Hoptille,60.3,61.6,38.2,hoptille,Amsterdam Zuidoost,hoptille
Rechte H-buurt,Amsterdam                               ,Buurt     ,0.7,1.9,20.8,29.2,2.9,0.9,2.9,1.0,4.7,11.0,2.9,1.0,3.5,7.0,0.9,1.9,11.1,17.6,0.8,12.0,58.3,89.2,1.0,0.5,7.5,15.3,0.8,12.7,60.1,85.2,0.5,9.3,56.2,104.9,1.5,1.1,2.7,0.9,0.8,6.3,5.2,0.4,37.0,55.0,0.7,4.5,34.4,56.0,7.3,1.9,1.0,7.2,16.2,4.3,4.6,2.7,5.0,11.7,59.2,Amsterdam Zuidoost,rechte hbuurt,rechte hbuurt,Rechte H-buurt,53.3,55.9,38.4,rechte h buurt,Amsterdam Zuidoost,rechte hbuurt
Hakfort/Huigenbos,Amsterdam                               ,Buurt     ,0.4,1.0,20.4,26.6,2.4,1.6,2.4,1.0,4.0,11.0,2.4,1.0,3.0,7.0,1.2,0.0,10.1,16.0,1.1,0.2,50.0,79.3,1.2,0.0,5.2,11.7,1.2,0.0,42.5,74.8,0.6,2.1,49.4,84.2,1.7,1.6,3.4,1.6,1.5,7.0,5.7,0.0,22.9,55.0,1.4,4.0,24.3,55.9,8.0,2.4,1.0,4.8,16.0,5.0,5.3,3.3,5.0,11.0,58.1,Amsterdam Zuidoost,hakforthuigenbos,hakforthuigenbos,Hakfort/Huigenbos,52.0,53.6,38.3,hakfort/huigenbos,Amsterdam Zuidoost,hakforthuigenbos
Huntum,Amsterdam                               ,Buurt     ,0.4,1.0,22.0,27.0,2.2,1.6,2.2,1.0,4.0,11.0,2.2,1.0,3.0,7.0,1.2,0.0,11.0,16.0,1.2,0.0,55.0,80.0,1.2,0.0,5.0,12.0,1.2,0.0,42.1,75.0,0.6,1.0,51.1,86.0,1.6,1.7,3.4,1.6,1.4,6.9,5.8,0.0,23.0,55.0,1.3,4.0,25.0,56.0,8.0,2.4,1.0,5.0,16.0,5.0,5.3,3.3,5.0,11.0,58.0,Amsterdam Zuidoost,huntum,huntum,Huntum,73.4,75.8,69.4,huntum,Amsterdam Zuidoost,huntum
